"V1" "V2"
"1" -0.0250902615177853 0.2691708432524
"2" -0.0459222284162808 0.230834423723495
"3" -0.0850349684775543 0.191462129705947
"4" -0.134027854028617 0.147240804661966
"5" -0.185350745560052 0.108885407213939
"6" -0.211697655680326 0.0527166119418021
"7" -0.187040502758321 -0.0105804181399201
"8" -0.152382340406363 -0.0659738013790778
"9" -0.121977114944802 -0.133400745962846
"10" -0.0970766518362306 -0.196342808409389
"11" -0.0460042311609049 -0.233877416944531
"12" 0.00958705684430283 -0.241748416052213
"13" 0.064778354473181 -0.246823599100902
"14" 0.126196291422756 -0.219927659026028
"15" 0.161494209138903 -0.154302645340922
"16" 0.167440608824916 -0.0800821861923629
"17" 0.169962094562105 -0.0114575215247372
"18" 0.164554701475645 0.0587514426244222
"19" 0.156453927803474 0.124521279424805
"20" 0.146417261684926 0.185377301731753
"21" 0.124720048557028 0.225556973792398
